id,status_code,status_detail,partial_completion,is_escalating,new_eta,original_eta,actual_receive_date,service_type
2260,1.0,,0.0,False,2017-03-05 04:24:00.000,2017-03-13 04:24:00.000,2017-03-18 11:11:00.000,1.0
2030,0.0,7.0,0.0,,2017-05-07 11:15:00.000,2017-03-20 11:15:00.000,2017-04-01 02:47:00.000,1.0
2181,1.0,,1.0,False,2017-03-25 11:18:00.000,2017-03-31 11:18:00.000,2017-04-03 05:13:00.000,1.0
1922,1.0,,0.0,,2017-06-03 19:26:00.000,2017-04-27 19:26:00.000,2017-03-22 05:01:00.000,1.0
563,1.0,,1.0,False,2017-04-03 01:06:00.000,2017-04-03 01:06:00.000,2017-04-01 14:01:00.000,1.0
894,1.0,,1.0,,2017-03-10 11:56:00.000,2017-03-17 11:56:00.000,2017-04-11 19:19:00.000,1.0
817,1.0,,1.0,,2017-03-27 04:17:00.000,2017-04-01 04:17:00.000,2017-04-01 19:05:00.000,1.0
861,1.0,,1.0,False,2017-04-14 12:53:00.000,2017-04-16 12:53:00.000,2017-03-13 04:33:00.000,1.0
2638,1.0,,1.0,,2017-04-05 13:41:00.000,2017-04-06 13:41:00.000,2017-04-05 01:25:00.000,1.0
116,1.0,,1.0,False,2017-03-11 01:41:00.000,2017-03-09 01:41:00.000,2017-03-29 09:31:00.000,1.0
504,2.0,,0.0,False,2017-04-25 03:27:00.000,2017-03-25 03:27:00.000,2017-04-10 08:20:00.000,1.0
2206,1.0,,1.0,False,2017-04-11 15:10:00.000,2017-04-02 15:10:00.000,2017-03-12 13:14:00.000,1.0
1757,1.0,,1.0,False,2017-05-08 15:15:00.000,2017-04-19 15:15:00.000,2017-04-18 17:52:00.000,1.0
656,2.0,,0.0,,2017-05-26 19:29:00.000,2017-04-08 19:29:00.000,2017-04-10 00:38:00.000,1.0
2290,0.0,7.0,1.0,False,2017-04-15 04:48:00.000,2017-04-14 04:48:00.000,2017-03-16 17:35:00.000,1.0
2206,1.0,,1.0,,2017-03-23 13:13:00.000,2017-03-14 13:13:00.000,2017-04-14 18:20:00.000,1.0
1616,1.0,,1.0,,2017-03-27 18:44:00.000,2017-04-01 18:44:00.000,2017-03-31 14:01:00.000,1.0
2642,2.0,,1.0,,2017-03-27 05:29:00.000,2017-04-01 05:29:00.000,2017-04-16 18:11:00.000,1.0
2329,1.0,,1.0,,2017-04-05 11:38:00.000,2017-04-08 11:38:00.000,2017-03-26 12:19:00.000,1.0
1238,1.0,,1.0,False,2017-04-07 00:07:00.000,2017-02-06 00:07:00.000,2017-04-01 08:46:00.000,1.0
2308,1.0,,1.0,,2017-04-15 22:42:00.000,2017-04-25 22:42:00.000,2017-03-17 23:23:00.000,1.0
1268,2.0,,1.0,False,2017-04-16 16:06:00.000,2017-04-26 16:06:00.000,2017-04-17 11:38:00.000,1.0
2233,2.0,,1.0,False,2017-04-20 01:44:00.000,2017-04-24 01:44:00.000,2017-04-17 23:35:00.000,1.0
1853,2.0,,1.0,,2017-04-08 16:19:00.000,2017-04-16 16:19:00.000,2017-03-20 11:54:00.000,1.0
1118,1.0,,0.0,False,2017-05-05 13:43:00.000,2017-04-08 13:43:00.000,2017-03-30 07:13:00.000,1.0
461,1.0,,1.0,False,2017-03-28 15:32:00.000,2017-04-05 15:32:00.000,2017-03-14 17:07:00.000,1.0
1023,1.0,,1.0,,2017-04-23 17:33:00.000,2017-04-26 17:33:00.000,2017-03-21 11:30:00.000,1.0
990,2.0,,1.0,False,2017-03-21 11:28:00.000,2017-03-25 11:28:00.000,2017-04-07 07:16:00.000,1.0
2422,2.0,,1.0,,2017-04-14 00:10:00.000,2017-04-15 00:10:00.000,2017-03-29 10:04:00.000,1.0
1230,1.0,,1.0,False,2017-03-29 11:07:00.000,2017-03-31 11:07:00.000,2017-04-09 22:02:00.000,1.0
747,0.0,2.0,1.0,False,2017-03-17 07:46:00.000,2017-03-09 07:46:00.000,2017-04-23 14:00:00.000,1.0
896,2.0,,1.0,False,2017-03-25 15:08:00.000,2017-04-01 15:08:00.000,2017-03-15 12:54:00.000,1.0
1394,2.0,,1.0,False,2017-04-21 22:44:00.000,2017-04-27 22:44:00.000,2017-04-19 13:23:00.000,1.0
820,1.0,,1.0,,2017-03-29 08:28:00.000,2017-03-21 08:28:00.000,2017-03-21 03:30:00.000,1.0
1249,1.0,,1.0,False,2017-04-24 00:57:00.000,2017-04-18 00:57:00.000,2017-04-02 01:10:00.000,1.0
537,1.0,,1.0,False,2017-04-06 17:17:00.000,2017-04-08 17:17:00.000,2017-03-20 22:04:00.000,1.0
2419,2.0,,1.0,,2017-03-24 01:22:00.000,2017-03-29 01:22:00.000,2017-04-02 15:57:00.000,1.0
1860,1.0,,1.0,,2017-04-03 12:57:00.000,2017-04-16 12:57:00.000,2017-04-15 08:23:00.000,1.0
1272,0.0,7.0,0.0,False,2017-05-10 16:25:00.000,2017-04-01 16:25:00.000,2017-03-28 03:22:00.000,1.0
1038,1.0,,1.0,,2017-04-22 08:19:00.000,2017-04-21 08:19:00.000,2017-04-20 23:36:00.000,1.0
1911,2.0,,1.0,,2017-03-31 05:02:00.000,2017-04-07 05:02:00.000,2017-04-19 01:52:00.000,1.0
608,0.0,6.0,1.0,,2017-04-24 07:46:00.000,2017-04-12 07:46:00.000,2017-04-02 22:41:00.000,1.0
1400,1.0,,1.0,False,2017-04-03 02:28:00.000,2017-04-08 02:28:00.000,2017-04-08 20:45:00.000,1.0
1492,2.0,,1.0,,2017-04-13 21:14:00.000,2017-04-20 21:14:00.000,2017-04-15 01:06:00.000,1.0
2631,1.0,,1.0,False,2017-04-26 13:52:00.000,2017-04-17 13:52:00.000,2017-04-22 12:25:00.000,1.0
2555,2.0,,1.0,False,2017-04-19 04:32:00.000,2017-04-24 04:32:00.000,2017-04-06 13:14:00.000,1.0
291,2.0,,1.0,False,2017-03-22 17:01:00.000,2017-04-06 17:01:00.000,2017-03-30 15:39:00.000,1.0
359,1.0,,1.0,False,2017-04-17 18:32:00.000,2017-04-18 18:32:00.000,2017-04-07 20:34:00.000,1.0
749,1.0,,1.0,,2017-04-07 16:54:00.000,2017-04-11 16:54:00.000,2017-04-18 01:10:00.000,1.0
868,1.0,,1.0,False,2017-04-07 07:04:00.000,2017-04-05 07:04:00.000,2017-04-13 17:02:00.000,1.0
1470,2.0,,1.0,False,2017-03-31 18:05:00.000,2017-04-05 18:05:00.000,2017-03-23 09:55:00.000,1.0
1349,2.0,,1.0,False,2017-04-06 13:39:00.000,2017-04-11 13:39:00.000,2017-04-27 05:00:00.000,1.0
1317,2.0,,1.0,,2017-04-06 06:55:00.000,2017-04-13 06:55:00.000,2017-04-13 03:32:00.000,1.0
512,1.0,,1.0,False,2017-03-22 00:23:00.000,2017-03-25 00:23:00.000,2017-04-24 22:19:00.000,1.0
1296,2.0,,1.0,,2017-03-25 18:55:00.000,2017-04-05 18:55:00.000,2017-03-23 16:48:00.000,1.0
2230,0.0,2.0,0.0,False,2017-05-21 15:03:00.000,2017-03-19 15:03:00.000,2017-04-24 17:22:00.000,1.0
1350,2.0,,1.0,,2017-03-25 11:04:00.000,2017-04-05 11:04:00.000,2017-03-25 22:06:00.000,1.0
2243,2.0,,1.0,False,2017-04-10 05:31:00.000,2017-04-21 05:31:00.000,2017-04-04 19:15:00.000,1.0
2490,2.0,,1.0,,2017-03-27 11:30:00.000,2017-04-01 11:30:00.000,2017-03-19 04:57:00.000,1.0
1398,2.0,,1.0,,2017-04-25 16:44:00.000,2017-05-07 16:44:00.000,2017-04-05 20:51:00.000,1.0
2355,0.0,2.0,0.0,False,2017-03-14 09:27:00.000,2017-03-17 09:27:00.000,2017-03-26 22:59:00.000,1.0
993,1.0,,1.0,,2017-04-08 12:41:00.000,2017-03-30 12:41:00.000,2017-04-05 02:11:00.000,1.0
2550,2.0,,1.0,,2017-04-20 00:21:00.000,2017-04-27 00:21:00.000,2017-03-27 07:51:00.000,1.0
750,1.0,,1.0,False,2017-03-25 14:18:00.000,2017-03-29 14:18:00.000,2017-04-21 14:49:10.000,1.0
301,1.0,,0.0,False,2017-05-05 21:18:00.000,2017-03-25 21:18:00.000,2017-03-23 20:43:00.000,1.0
113,2.0,,1.0,False,2017-03-22 04:54:00.000,2017-03-24 04:54:00.000,2017-04-12 18:26:00.000,1.0
706,2.0,,1.0,,2017-04-04 22:30:00.000,2017-04-08 22:30:00.000,2017-03-23 15:28:00.000,1.0
659,2.0,,1.0,,2017-03-26 14:35:00.000,2017-03-29 14:35:00.000,2017-04-20 19:48:00.000,1.0
1141,2.0,,1.0,False,2017-04-10 19:21:00.000,2017-04-21 19:21:00.000,2017-03-30 04:33:00.000,1.0
2136,1.0,,0.0,False,2017-05-25 04:04:00.000,2017-03-22 04:04:00.000,2017-03-21 22:42:00.000,1.0
1279,2.0,,1.0,False,2017-04-02 15:54:00.000,2017-04-06 15:54:00.000,2017-04-22 06:01:00.000,1.0
1465,2.0,,1.0,,2017-04-25 09:54:00.000,2017-04-29 09:54:00.000,2017-04-17 01:10:00.000,1.0
398,1.0,,1.0,False,2017-04-19 14:07:00.000,2017-04-12 14:07:00.000,2017-04-26 02:34:00.000,1.0
729,1.0,,1.0,,2017-04-21 04:40:00.000,2017-04-24 04:40:00.000,2017-04-21 04:16:00.000,1.0
2590,1.0,,1.0,,2017-04-26 08:47:00.000,2017-05-02 08:47:00.000,2017-04-06 11:56:00.000,1.0
907,1.0,,1.0,,2017-04-29 02:37:00.000,2017-04-30 02:37:00.000,2017-03-28 10:00:00.000,1.0
1752,1.0,,1.0,False,2017-03-14 14:47:00.000,2017-03-18 14:47:00.000,2017-04-24 19:24:00.000,1.0
730,1.0,,1.0,False,2017-04-17 01:40:00.000,2017-04-02 01:40:00.000,2017-03-26 03:07:00.000,1.0
446,1.0,,1.0,False,2017-03-21 22:27:00.000,2017-03-27 22:27:00.000,2017-04-21 19:47:00.000,1.0
126,1.0,,1.0,False,2017-03-27 06:46:00.000,2017-03-06 06:46:00.000,2017-03-29 10:51:00.000,1.0
61,1.0,,1.0,False,2017-04-26 23:14:00.000,2017-04-19 23:14:00.000,2017-04-19 02:54:00.000,1.0
2494,1.0,,1.0,False,2017-03-26 19:14:00.000,2017-03-28 19:14:00.000,2017-04-12 03:15:00.000,1.0
1260,2.0,,1.0,False,2017-04-27 23:55:00.000,2017-05-02 23:55:00.000,2017-04-21 20:50:00.000,1.0
2455,1.0,,1.0,,2017-03-28 07:02:00.000,2017-03-29 07:02:00.000,2017-04-22 15:22:00.000,1.0
1801,1.0,,1.0,False,2017-04-29 06:21:00.000,2017-04-17 06:21:00.000,2017-03-31 18:16:00.000,1.0
1547,2.0,,1.0,,2017-03-23 21:44:00.000,2017-03-28 21:44:00.000,2017-03-30 02:19:00.000,1.0
2394,1.0,,1.0,False,2017-04-22 04:49:00.000,2017-04-17 04:49:00.000,2017-04-01 12:06:00.000,1.0
1047,2.0,,1.0,False,2017-03-24 14:32:00.000,2017-03-30 14:32:00.000,2017-04-18 14:07:00.000,1.0
392,2.0,,1.0,,2017-04-23 02:03:00.000,2017-05-07 02:03:00.000,2017-04-23 05:11:00.000,1.0
604,0.0,7.0,1.0,False,2017-04-16 02:45:00.000,2017-04-11 02:45:00.000,2017-04-21 00:08:00.000,1.0
232,2.0,,1.0,False,2017-04-09 19:44:00.000,2017-04-24 19:44:00.000,2017-03-30 17:13:00.000,1.0
1620,0.0,7.0,1.0,False,2017-04-15 11:49:00.000,2017-04-23 11:49:00.000,2017-04-22 20:55:00.000,1.0
458,1.0,,1.0,False,2017-04-22 05:49:00.000,2017-04-23 05:49:00.000,2017-04-25 16:12:00.000,1.0
1633,2.0,,1.0,False,2017-04-24 23:19:00.000,2017-05-03 23:19:00.000,2017-04-17 03:50:00.000,1.0
698,0.0,2.0,0.0,False,2017-03-10 03:50:00.000,2017-03-10 03:50:00.000,2017-03-30 23:14:00.000,1.0
898,1.0,,0.0,True,2017-05-26 00:33:00.000,2017-05-05 00:33:00.000,2017-05-02 20:12:00.000,1.0
1210,2.0,,1.0,,2017-04-16 15:25:00.000,2017-04-24 15:25:00.000,2017-05-02 05:30:00.000,1.0
1235,2.0,,1.0,,2017-04-03 17:22:00.000,2017-04-04 17:22:00.000,2017-04-27 15:02:00.000,1.0
2586,1.0,,1.0,,2017-04-29 05:29:00.000,2017-04-22 05:29:00.000,2017-04-06 01:29:00.000,1.0
2402,2.0,,1.0,False,2017-04-19 19:47:00.000,2017-04-25 19:47:00.000,2017-04-27 16:08:00.000,1.0
2506,1.0,,1.0,,2017-03-28 09:00:00.000,2017-04-15 09:00:00.000,2017-04-04 12:17:00.000,1.0
932,2.0,,1.0,False,2017-04-07 02:56:00.000,2017-04-07 02:56:00.000,2017-04-28 08:21:00.000,1.0
187,1.0,,1.0,False,2017-04-13 16:57:00.000,2017-04-17 16:57:00.000,2017-04-07 08:21:00.000,1.0
1932,1.0,,1.0,,2017-04-02 13:39:00.000,2017-04-06 13:39:00.000,2017-04-03 17:17:00.000,1.0
1925,1.0,,1.0,False,2017-04-21 13:44:00.000,2017-04-19 13:44:00.000,2017-04-08 22:53:00.000,1.0
121,2.0,,1.0,False,2017-04-20 04:20:00.000,2017-04-26 04:20:00.000,2017-04-01 01:20:00.000,1.0
2434,2.0,,1.0,,2017-04-30 08:15:00.000,2017-05-06 08:15:00.000,2017-04-09 21:16:00.000,1.0
251,1.0,,1.0,False,2017-04-05 04:11:00.000,2017-04-03 04:11:00.000,2017-05-03 10:06:00.000,1.0
2191,2.0,,1.0,False,2017-05-03 08:47:00.000,2017-05-13 08:47:00.000,2017-03-24 06:13:00.000,1.0
658,0.0,2.0,1.0,False,2017-04-14 07:02:00.000,2017-04-25 07:02:00.000,2017-04-29 06:24:00.000,1.0
421,2.0,,1.0,False,2017-04-01 12:41:00.000,2017-04-13 12:41:00.000,2017-03-24 13:22:00.000,1.0
173,2.0,,1.0,,2017-03-27 09:40:00.000,2017-04-06 09:40:00.000,2017-04-07 14:26:00.000,1.0
754,1.0,,1.0,False,2017-04-02 04:46:00.000,2017-03-12 04:46:00.000,2017-03-30 01:43:00.000,1.0
1310,2.0,,1.0,False,2017-03-30 18:29:00.000,2017-04-04 18:29:00.000,2017-04-17 09:43:00.000,1.0
2366,2.0,,1.0,False,2017-04-17 13:00:00.000,2017-04-23 13:00:00.000,2017-05-02 00:02:00.000,1.0
841,0.0,2.0,1.0,False,2017-04-14 02:18:00.000,2017-04-20 02:18:00.000,2017-05-02 05:42:00.000,1.0
836,1.0,,1.0,,2017-03-27 08:33:00.000,2017-03-30 08:33:00.000,2017-04-01 16:56:00.000,1.0
1535,1.0,,1.0,,2017-03-27 09:15:00.000,2017-03-26 09:15:00.000,2017-04-19 23:40:00.000,1.0
709,2.0,,1.0,,2017-04-05 16:09:00.000,2017-04-18 16:09:00.000,2017-04-19 02:42:00.000,1.0
2249,0.0,2.0,0.0,False,2017-05-17 11:45:00.000,2017-04-12 11:45:00.000,2017-04-17 07:07:00.000,1.0
1956,2.0,,1.0,,2017-04-03 23:57:00.000,2017-04-09 23:57:00.000,2017-04-12 09:14:00.000,1.0
163,1.0,,1.0,False,2017-04-11 13:45:00.000,2017-04-15 13:45:00.000,2017-04-10 08:52:00.000,1.0
1044,2.0,,1.0,,2017-04-05 23:51:00.000,2017-04-20 23:51:00.000,2017-04-30 22:07:00.000,1.0
2513,1.0,,1.0,False,2017-04-13 20:35:00.000,2017-04-14 20:35:00.000,2017-04-06 19:46:00.000,1.0
2101,1.0,,1.0,,2017-03-29 12:34:00.000,2017-04-01 12:34:00.000,2017-04-29 10:41:00.000,1.0
1537,1.0,,1.0,False,2017-04-01 06:17:00.000,2017-04-02 06:17:00.000,2017-05-01 11:53:00.000,1.0
246,1.0,,1.0,False,2017-04-19 15:39:00.000,2017-04-21 15:39:00.000,2017-05-06 13:41:00.000,1.0
1173,1.0,,1.0,,2017-04-12 15:35:00.000,2017-04-14 15:35:00.000,2017-04-02 14:19:00.000,1.0
86,2.0,,1.0,,2017-04-26 15:09:00.000,2017-05-06 15:09:00.000,2017-05-04 13:45:00.000,1.0
638,1.0,,1.0,,2017-04-26 22:48:00.000,2017-04-26 22:48:00.000,2017-04-13 07:54:00.000,1.0
1873,0.0,7.0,1.0,,2017-04-25 09:41:00.000,2017-05-02 09:41:00.000,2017-04-19 21:25:00.000,1.0
224,1.0,,1.0,,2017-04-07 00:15:00.000,2017-04-07 00:15:00.000,2017-04-17 04:16:00.000,1.0
639,1.0,,1.0,,2017-04-25 14:50:00.000,2017-04-29 14:50:00.000,2017-04-29 22:12:00.000,1.0
442,1.0,,1.0,False,2017-04-18 22:47:00.000,2017-04-07 22:47:00.000,2017-04-26 05:55:00.000,1.0
1578,1.0,,1.0,,2017-04-19 14:55:00.000,2017-04-15 14:55:00.000,2017-03-31 23:50:00.000,1.0
2445,1.0,,1.0,False,2017-04-12 11:04:00.000,2017-04-14 11:04:00.000,2017-04-10 21:19:00.000,1.0
1537,2.0,,1.0,False,2017-04-12 13:49:00.000,2017-04-13 13:49:00.000,2017-03-27 08:36:00.000,1.0
212,1.0,,1.0,False,2017-04-05 01:58:00.000,2017-04-05 01:58:00.000,2017-04-22 07:18:22.000,1.0
52,2.0,,1.0,,2017-04-16 19:35:00.000,2017-04-22 19:35:00.000,2017-05-03 21:01:00.000,1.0
1961,1.0,,1.0,False,2017-04-07 06:24:00.000,2017-04-10 06:24:00.000,2017-04-05 09:37:00.000,1.0
1833,1.0,,1.0,,2017-04-03 18:36:00.000,2017-04-04 18:36:00.000,2017-04-22 00:45:00.000,1.0
949,2.0,,1.0,,2017-04-20 14:16:00.000,2017-04-21 14:16:00.000,2017-04-01 13:31:00.000,1.0
460,0.0,2.0,0.0,False,2017-05-02 05:32:00.000,2017-03-04 05:32:00.000,2017-04-20 11:21:00.000,1.0
1748,2.0,,1.0,False,2017-04-11 09:44:00.000,2017-04-19 09:44:00.000,2017-04-09 13:13:00.000,1.0
2493,1.0,,1.0,False,2017-05-07 10:41:00.000,2017-04-01 10:41:00.000,2017-03-29 20:39:00.000,1.0
234,2.0,,1.0,False,2017-04-05 01:29:00.000,2017-04-08 01:29:00.000,2017-04-06 05:37:00.000,1.0
2250,2.0,,1.0,False,2017-05-08 03:04:00.000,2017-05-17 03:04:00.000,2017-04-03 12:04:00.000,1.0
718,2.0,,1.0,,2017-04-04 00:02:00.000,2017-04-04 00:02:00.000,2017-05-01 02:38:00.000,1.0
1685,0.0,7.0,1.0,False,2017-04-04 20:03:00.000,2017-04-12 20:03:00.000,2017-05-08 02:48:00.000,1.0
891,1.0,,1.0,False,2017-04-06 21:31:00.000,2017-04-02 21:31:00.000,2017-05-03 21:51:00.000,1.0
1646,1.0,,1.0,False,2017-04-18 01:45:00.000,2017-04-20 01:45:00.000,2017-04-12 04:49:00.000,1.0
1244,2.0,,1.0,,2017-04-26 05:53:00.000,2017-04-28 05:53:00.000,2017-05-02 20:52:00.000,1.0
2242,2.0,,1.0,False,2017-04-18 07:45:00.000,2017-04-27 07:45:00.000,2017-03-29 22:05:00.000,1.0
464,1.0,,1.0,False,2017-04-10 17:47:00.000,2017-04-13 17:47:00.000,2017-04-30 08:44:00.000,1.0
1611,1.0,,1.0,False,2017-03-30 21:58:00.000,2017-03-17 21:58:00.000,2017-04-24 10:27:00.000,1.0
316,0.0,7.0,0.0,False,2017-05-23 23:07:00.000,2017-05-14 23:07:00.000,2017-03-28 13:49:00.000,1.0
7,1.0,,1.0,,2017-03-29 03:20:00.000,2017-04-05 03:20:00.000,2017-04-28 02:08:00.000,1.0
80,1.0,,1.0,False,2017-04-14 01:01:00.000,2017-04-15 01:01:00.000,2017-04-06 05:08:00.000,1.0
29,0.0,7.0,0.0,False,2017-05-11 19:57:00.000,2017-05-04 19:57:00.000,2017-04-03 05:47:00.000,1.0
2470,1.0,,1.0,,2017-04-09 21:05:00.000,2017-03-27 21:05:00.000,2017-04-30 14:05:00.000,1.0
2643,1.0,,1.0,False,2017-04-01 10:16:00.000,2017-03-31 10:16:00.000,2017-05-04 04:49:00.000,1.0
587,1.0,,0.0,False,2017-05-29 08:59:00.000,2017-04-07 08:59:00.000,2017-04-13 09:25:00.000,1.0
980,0.0,7.0,0.0,False,2017-04-16 10:33:00.000,2017-04-19 10:33:00.000,2017-03-29 22:14:00.000,1.0
1882,1.0,,1.0,False,2017-05-04 17:02:00.000,2017-04-29 17:02:00.000,2017-05-03 06:00:00.000,1.0
2450,1.0,,1.0,,2017-04-13 07:21:00.000,2017-04-16 07:21:00.000,2017-05-02 19:45:00.000,1.0
296,0.0,7.0,0.0,False,2017-04-26 01:33:00.000,2017-03-21 01:33:00.000,2017-04-04 14:08:00.000,1.0
1021,1.0,,1.0,,2017-06-13 02:52:00.000,2017-05-15 02:52:00.000,2017-04-16 09:56:00.000,1.0
1033,1.0,,0.0,False,2017-05-07 06:26:00.000,2017-05-02 06:26:00.000,2017-04-29 01:53:00.000,1.0
1007,0.0,7.0,0.0,False,2017-05-11 10:02:00.000,2017-05-05 10:02:00.000,2017-04-05 10:09:00.000,1.0
851,2.0,,1.0,False,2017-05-06 02:39:00.000,2017-05-07 02:39:00.000,2017-04-13 06:04:00.000,1.0
2121,1.0,,1.0,,2017-05-01 04:35:00.000,2017-05-01 04:35:00.000,2017-04-07 01:32:00.000,1.0
2082,2.0,,1.0,,2017-04-01 22:10:00.000,2017-04-06 22:10:00.000,2017-04-02 01:57:00.000,1.0
1902,2.0,,1.0,,2017-04-04 06:26:00.000,2017-04-10 06:26:00.000,2017-04-15 20:57:00.000,1.0
2199,1.0,,1.0,,2017-05-05 01:18:00.000,2017-05-12 01:18:00.000,2017-04-20 04:29:00.000,1.0
1158,0.0,6.0,1.0,,2017-04-13 04:13:00.000,2017-04-19 04:13:00.000,2017-04-28 19:54:00.000,1.0
1999,1.0,,1.0,,2017-03-31 06:06:00.000,2017-03-19 06:06:00.000,2017-03-29 19:42:00.000,1.0
172,2.0,,1.0,False,2017-04-09 13:30:00.000,2017-04-10 13:30:00.000,2017-04-18 04:42:00.000,1.0
108,1.0,,1.0,False,2017-04-08 18:25:00.000,2017-04-06 18:25:00.000,2017-04-14 17:41:00.000,1.0
2163,2.0,,1.0,False,2017-04-25 17:12:00.000,2017-05-08 17:12:00.000,2017-03-29 14:20:00.000,1.0
1026,1.0,,1.0,,2017-04-11 11:52:00.000,2017-04-02 11:52:00.000,2017-04-23 15:02:00.000,1.0
2320,1.0,,1.0,,2017-04-16 23:57:00.000,2017-04-17 23:57:00.000,2017-04-22 10:21:00.000,1.0
1021,1.0,,1.0,,2017-06-13 04:55:00.000,2017-05-20 04:55:00.000,2017-05-07 17:22:00.000,1.0
1789,1.0,,1.0,False,2017-04-30 06:49:00.000,2017-04-25 06:49:00.000,2017-04-05 15:02:00.000,1.0
1610,1.0,,1.0,,2017-04-11 02:01:00.000,2017-04-09 02:01:00.000,2017-04-20 22:46:00.000,1.0
401,2.0,,1.0,,2017-04-01 08:25:00.000,2017-04-10 08:25:00.000,2017-04-05 11:19:00.000,1.0
